1095909797193,0.032987,0.007330,0.008552
1095919837476,0.019548,-0.002443,-0.004887
1095929877759,0.000000,-0.010996,-0.012217
1095939948560,-0.015882,-0.007330,-0.007330
1095949988843,-0.020769,-0.003665,-0.012217
1095960059644,-0.008552,-0.025656,-0.023213
1095970099927,-0.004887,-0.020769,-0.001222
1095980140210,-0.006109,-0.013439,-0.002443
1095990211011,-0.003665,-0.026878,-0.008552
1096000251294,0.002443,-0.018326,-0.007330
1096010291578,0.004887,-0.012217,-0.004887
1096020362378,0.004887,-0.014661,-0.006109
1096030433179,0.003665,-0.014661,-0.006109
1096040503980,0.000000,-0.008552,-0.006109
1096050544263,-0.001222,-0.006109,-0.002443
1096060615064,0.001222,0.000000,0.000000
1096070685865,0.003665,0.002443,0.001222
1096080726148,0.007330,0.002443,0.000000
1096090766431,0.009774,0.004887,0.000000
1096100837232,0.012217,0.007330,0.000000
1096110908033,0.014661,0.012217,0.002443
1096120948316,0.014661,0.015882,0.003665
1096131019117,0.018326,0.014661,0.008552
1096141059400,0.025656,0.003665,0.043982
1096151099683,-0.029322,0.019548,0.026878
1096161139966,-0.087965,0.025656,0.018326
1096171210767,-0.054978,0.079412,-0.031765
1096181251050,0.026878,0.024435,0.024435
1096191321851,0.010996,0.019548,0.015882
1096201392652,-0.045204,-0.001222,0.002443
1096211463453,-0.057421,-0.019548,-0.010996
1096221534253,-0.026878,-0.008552,0.008552
1096231574537,0.001222,-0.063530,0.059865
1096241645337,0.020769,0.061087,0.043982
1096251685620,-0.028100,0.037874,0.009774
1096261756421,-0.040317,0.000000,0.012217
1096271796704,-0.029322,-0.001222,0.003665
1096281867505,-0.019548,-0.020769,-0.023213
1096291907788,-0.029322,-0.047647,-0.025656
1096301978589,-0.030543,-0.047647,-0.018326
1096312049390,-0.023213,-0.041539,-0.008552
1096322089673,-0.030543,-0.039095,-0.004887
1096332160474,-0.039095,-0.030543,-0.006109
1096342200757,-0.040317,-0.018326,0.002443
1096352241040,-0.032987,0.008552,0.026878
1096362311841,-0.021991,0.029322,0.042761
1096372321607,-0.034208,0.029322,0.036652
1096382361890,-0.050091,0.028100,0.031765
1096392402173,-0.059865,0.042761,0.017104
1096402442456,-0.057421,0.053756,-0.018326
1096412543775,0.008552,0.076969,-0.023213
1096422584058,0.010996,0.036652,0.065973
1096432624341,-0.029322,0.039095,-0.079412
1096442664624,0.057421,0.043982,-0.002443
1096452704908,0.087965,0.034208,0.010996
1096462745191,0.035430,-0.129503,-0.003665
1096472846509,-0.025656,-0.070860,-0.039095
1096482886792,-0.040317,0.007330,0.004887
1096492927076,-0.035430,0.019548,0.002443
1096502997876,-0.025656,0.052534,-0.008552
1096513068677,-0.058643,0.081856,0.031765
1096523108960,-0.079412,0.129503,0.021991
1096533210279,-0.063530,0.113621,0.030543
1096543250562,-0.062308,0.029322,0.023213
1096553290845,-0.062308,0.012217,-0.004887
1096563331128,-0.048869,0.008552,-0.019548
1096573371412,-0.029322,0.006109,-0.021991
1096583442212,-0.007330,0.013439,-0.017104
1096593513013,-0.006109,0.028100,-0.001222
1096603553296,-0.004887,0.073304,-0.008552
1096613624097,0.006109,0.081856,0.000000
1096623664380,0.020769,0.061087,0.019548
1096633704663,0.025656,0.067195,0.001222
1096643775464,0.020769,-0.002443,0.009774
1096653815747,0.025656,-0.041539,0.014661
1096663856031,0.029322,-0.031765,0.003665
1096673896314,0.028100,-0.018326,-0.017104
1096683936597,0.036652,0.015882,-0.015882
1096694007398,0.048869,-0.001222,-0.018326
1096704047681,0.054978,-0.048869,-0.021991
1096714087964,0.054978,-0.073304,-0.023213
1096724128247,0.053756,-0.057421,-0.024435
1096734168531,0.040317,-0.031765,-0.021991
1096744208814,0.028100,-0.017104,-0.002443
1096754249097,0.019548,-0.009774,0.007330
1096764289380,0.008552,0.017104,-0.004887
1096774329663,-0.010996,0.054978,-0.010996
1096784369947,-0.036652,0.067195,-0.009774
1096794410230,-0.052534,0.032987,0.021991
1096804450513,-0.054978,-0.029322,0.041539
1096814490796,-0.048869,-0.069639,0.025656
1096824531079,-0.041539,-0.041539,0.024435
1096834601880,-0.025656,0.003665,0.000000
1096844642163,-0.015882,0.018326,-0.025656
1096854682447,-0.010996,0.039095,-0.034208
1096864722730,-0.015882,0.078191,-0.045204
1096874763013,-0.025656,0.109956,-0.040317
1096884803296,-0.034208,0.125838,-0.028100
1096894843579,-0.032987,0.116064,-0.012217
1096904883863,-0.019548,0.085521,0.010996
1096914954663,-0.008552,0.046426,0.025656
1096924994947,0.001222,0.019548,0.019548
1096935035230,0.012217,0.019548,-0.018326
1096945075513,0.024435,0.037874,-0.037874
1096955176831,0.023213,0.062308,-0.059865
1096965247632,0.019548,0.070860,-0.067195
1096975287915,0.008552,0.045204,-0.043982
1096985328199,0.004887,-0.021991,-0.012217
1096995368482,0.003665,-0.086743,0.003665
1097005408765,0.008552,-0.106291,-0.001222
1097015479566,0.024435,-0.090408,-0.018326
1097025519849,0.034208,-0.078191,-0.020769
1097035560132,0.039095,-0.065973,-0.019548
1097045630933,0.036652,-0.059865,-0.021991
1097055671216,0.026878,-0.032987,-0.039095
1097065711499,0.024435,-0.020769,-0.045204
1097075751783,0.023213,-0.026878,-0.036652
1097085792066,0.017104,-0.034208,-0.032987
1097095832349,0.002443,-0.042761,-0.042761
1097105872632,-0.008552,-0.045204,-0.052534
1097115943433,-0.010996,-0.040317,-0.065973
1097126014234,-0.015882,-0.021991,-0.061087
1097136054517,-0.014661,-0.013439,-0.058643
1097146094800,-0.010996,-0.003665,-0.057421
1097156135083,-0.002443,0.009774,-0.048869
1097166175367,0.009774,0.015882,-0.043982
1097176246167,0.023213,0.020769,-0.026878
1097186286451,0.036652,0.012217,-0.013439
1097196326734,0.040317,-0.013439,-0.001222
