2,-44.0,3.9699422790480394,1644525293375341,1,922.25
1,-46.5,5.890486225480862,1644525293377189,1,922.25
1,-46.5,5.896622148632405,1644525293379857,1,922.25
2,-44.0,3.9269908169872414,1644525293381908,1,922.25
2,-44.0,3.933126740138784,1644525293385637,1,922.25
1,-46.5,5.957981380147831,1644525293387042,1,922.25
2,-44.5,3.9392626632903265,1644525293389923,1,922.25
1,-46.5,5.9518454569962875,1644525293391497,1,922.25
1,-46.5,5.921165841238575,1644525293396629,1,922.25
2,-44.5,3.9515345095934116,1644525293397487,1,922.25
2,-44.0,3.9515345095934116,1644525293402474,1,922.25
1,-46.5,5.896622148632405,1644525293403019,1,922.25
1,-46.5,5.945709533844745,1644525293406691,1,922.25
2,-44.0,3.9147189706841563,1644525293407236,1,922.25
2,-44.5,3.9269908169872414,1644525293411989,1,922.25
1,-46.5,5.945709533844745,1644525293412948,1,922.25
2,-44.5,3.9576704327449543,1644525293417409,1,922.25
1,-46.0,5.945709533844745,1644525293418379,1,922.25
1,-46.5,5.9518454569962875,1644525293422130,1,922.25
2,-44.0,3.9147189706841563,1644525293422963,1,922.25
1,-46.5,5.872078456026235,1644525293427037,1,922.25
2,-44.5,3.9208548938356986,1644525293428280,1,922.25
1,-46.5,5.853670686571607,1644525293431390,1,922.25
2,-44.0,3.9147189706841563,1644525293432217,1,922.25
2,-44.0,3.9269908169872414,1644525293436367,1,922.25
1,-46.5,5.927301764390117,1644525293437827,1,922.25
1,-46.0,5.9518454569962875,1644525293441225,1,922.25
2,-44.0,3.9147189706841563,1644525293443200,1,922.25
1,-46.5,5.945709533844745,1644525293447183,1,922.25
2,-44.0,3.9208548938356986,1644525293448429,1,922.25
2,-44.5,3.9392626632903265,1644525293451606,1,922.25
1,-46.5,5.957981380147831,1644525293453600,1,922.25
1,-46.5,5.859806609723149,1644525293456954,1,922.25
2,-44.0,3.8840393549264434,1644525293458531,1,922.25
2,-44.5,3.9453985864418692,1644525293462266,1,922.25
1,-46.5,5.927301764390117,1644525293463104,1,922.25
1,-46.5,5.927301764390117,1644525293466614,1,922.25
2,-44.0,3.9085830475326135,1644525293467347,1,922.25
2,-44.0,3.9392626632903265,1644525293472807,1,922.25
1,-46.5,5.915029918087033,1644525293473350,1,922.25
2,-44.5,3.890175278077986,1644525293478047,1,922.25
1,-46.5,5.915029918087033,1644525293479221,1,922.25
2,-44.5,3.877903431774901,1644525293482936,1,922.25
1,-46.5,5.93343768754166,1644525293483671,1,922.25
2,-44.5,3.847223816017188,1644525293488336,1,922.25
1,-46.5,5.902758071783947,1644525293489552,1,922.25
2,-44.5,3.8840393549264434,1644525293492607,1,922.25
1,-46.5,5.957981380147831,1644525293494078,1,922.25
2,-44.5,3.9208548938356986,1644525293498442,1,922.25
1,-46.5,5.915029918087033,1644525293499273,1,922.25
1,-46.5,5.896622148632405,1644525293502368,1,922.25
2,-44.5,3.877903431774901,1644525293503061,1,922.25
2,-44.0,3.8840393549264434,1644525293506898,1,922.25
1,-46.5,5.859806609723149,1644525293509158,1,922.25
2,-44.5,3.859495662320273,1644525293512865,1,922.25
1,-46.5,5.902758071783947,1644525293513696,1,922.25
2,-44.5,3.865631585471816,1644525293518748,1,922.25
1,-46.5,5.927301764390117,1644525293519425,1,922.25
1,-46.5,5.792311455056181,1644525293522683,1,922.25
2,-44.0,3.902447124381071,1644525293523231,1,922.25
1,-46.5,5.786175531904639,1644525293528206,1,922.25
2,-44.0,3.8533597391687304,1644525293528873,1,922.25
1,-46.5,5.93343768754166,1644525293532900,1,922.25
2,-44.0,3.877903431774901,1644525293534900,1,922.25
2,-44.5,3.8410878928656453,1644525293538757,1,922.25
1,-46.5,5.921165841238575,1644525293540168,1,922.25
1,-46.5,5.9088939949354895,1644525293542912,1,922.25
2,-44.5,3.9085830475326135,1644525293543926,1,922.25
1,-46.5,5.939573610693203,1644525293549188,1,922.25
2,-44.0,3.8717675086233583,1644525293550671,1,922.25
1,-46.5,6.000932842208628,1644525293553832,1,922.25
2,-44.5,3.865631585471816,1644525293554419,1,922.25
1,-46.5,5.835262917116979,1644525293559736,1,922.25
2,-44.5,3.8717675086233583,1644525293560666,1,922.25
2,-44.0,3.8410878928656453,1644525293563286,1,922.25
1,-46.5,5.9088939949354895,1644525293564633,1,922.25
2,-44.0,3.877903431774901,1644525293569277,1,922.25
1,-46.5,6.0991076126333095,1644525293577460,1,921.75
2,-44.0,3.9453985864418692,1644525293580693,1,921.75
1,-47.0,5.964117303299373,1644525293582346,1,921.75
2,-44.0,3.988350048502667,1644525293586378,1,921.75
1,-47.0,6.129787228391022,1644525293587462,1,921.75
2,-44.0,3.9392626632903265,1644525293591055,1,921.75
1,-47.0,6.166602767300278,1644525293593250,1,921.75
2,-44.0,4.074252972624263,1644525293596988,1,921.75
1,-46.5,6.111379458936394,1644525293597574,1,921.75
2,-44.0,4.006757817957295,1644525293600839,1,921.75
1,-47.0,6.000932842208628,1644525293602814,1,921.75
2,-44.0,4.000621894805752,1644525293607065,1,921.75
1,-47.0,6.086835766330224,1644525293607727,1,921.75
1,-46.5,6.074563920027139,1644525293612553,1,921.75
2,-44.0,3.9760782021995817,1644525293613900,1,921.75
2,-44.0,3.9515345095934116,1644525293617364,1,921.75
1,-46.5,6.037748381117884,1644525293618748,1,921.75
2,-44.0,3.9576704327449543,1644525293622666,1,921.75
1,-46.5,5.976389149602458,1644525293623328,1,921.75
2,-44.0,4.01902966426038,1644525293627608,1,921.75
1,-46.5,6.105243535784852,1644525293628157,1,921.75
1,-46.5,5.994796919057086,1644525293633583,1,921.75
2,-44.0,4.000621894805752,1644525293634435,1,921.75
1,-46.5,6.0991076126333095,1644525293638720,1,921.75
2,-44.0,3.9822141253511245,1644525293639259,1,921.75
1,-46.5,6.007068765360171,1644525293644255,1,921.75
2,-44.0,4.006757817957295,1644525293645083,1,921.75
2,-44.0,3.933126740138784,1644525293648874,1,921.75
1,-46.5,6.025476534814799,1644525293650067,1,921.75
2,-44.0,3.9822141253511245,1644525293654121,1,921.75
1,-46.5,6.0991076126333095,1644525293654976,1,921.75
1,-47.0,6.031612457966341,1644525293659913,1,921.75
2,-44.0,3.9392626632903265,1644525293660576,1,921.75
2,-44.5,3.933126740138784,1644525293664059,1,921.75
1,-46.5,6.086835766330224,1644525293665540,1,921.75
1,-47.0,5.988660995905543,1644525293668865,1,921.75
2,-44.0,3.9699422790480394,1644525293670893,1,921.75
2,-44.0,3.9638063558964967,1644525293673702,1,921.75
